accession	biosample_term	biosample_id	biosample_type	model
ENCSR825HVE	8988T	EFO:0005713	cell line	DNase-only
ENCSR356OTG	A172	EFO:0002101	cell line	DNase-only
ENCSR021KGI	A549	EFO:0001086	cell line	DNase-only
ENCSR054MMM	A549	EFO:0001086	cell line	DNase-only
ENCSR090HJT	A549	EFO:0001086	cell line	DNase-only
ENCSR165ODW	A549	EFO:0001086	cell line	DNase-only
ENCSR190YDU	A549	EFO:0001086	cell line	DNase-only
ENCSR349ZBW	A549	EFO:0001086	cell line	DNase-only
ENCSR424GRN	A549	EFO:0001086	cell line	DNase-only
ENCSR478GKR	A549	EFO:0001086	cell line	DNase-only
ENCSR490KUB	A549	EFO:0001086	cell line	DNase-only
ENCSR586QGX	A549	EFO:0001086	cell line	DNase-only
ENCSR601XON	A549	EFO:0001086	cell line	DNase-only
ENCSR629UOB	A549	EFO:0001086	cell line	DNase-only
ENCSR763OLM	A549	EFO:0001086	cell line	DNase-only
ENCSR964DGT	A549	EFO:0001086	cell line	DNase-only
ENCSR584CFN	A673	EFO:0002106	cell line	DNase-only
ENCSR629UWF	A673	EFO:0002106	cell line	DNase-only
ENCSR493YUS	ACHN	EFO:0002108	cell line	DNase-only
ENCSR901LTZ	AG04449	CLO:0034837	cell line	DNase-only
ENCSR971BWQ	AG04450	EFO:0006270	cell line	DNase-only
ENCSR155JXP	AG08395	CLO:0033911	cell line	DNase-only
ENCSR551DPI	AG08396	CLO:0033902	cell line	DNase-only
ENCSR428QIW	AG09309	CLO:0021752	cell line	DNase-only
ENCSR012RGL	AG09319	CLO:0021754	cell line	DNase-only
ENCSR905VRP	AG10803	CLO:0021511	cell line	DNase-only
ENCSR978XYK	AG20443	CLO:0011092	cell line	DNase-only
ENCSR206VGK	Ammon's horn	UBERON:0001954	tissue	DNase-only
ENCSR074ZJQ	B cell	CL:0000236	primary cell	DNase-only
ENCSR195EYQ	B cell	CL:0000236	primary cell	DNase-only
ENCSR273TFK	B cell	CL:0000236	primary cell	DNase-only
ENCSR498WAF	B cell	CL:0000236	primary cell	DNase-only
ENCSR512ITP	B cell	CL:0000236	primary cell	DNase-only
ENCSR851HOZ	B cell	CL:0000236	primary cell	DNase-only
ENCSR225USG	BE2C	EFO:0005725	cell line	DNase-only
ENCSR526HSH	BE2C	EFO:0005725	cell line	DNase-only
ENCSR348OAV	BJ	EFO:0002779	cell line	DNase-only
ENCSR821QDT	C803	EFO:0009495	cell line	DNase-only
ENCSR055KKJ	CD14-positive monocyte	CL:0001054	primary cell	DNase-only
ENCSR149LPI	CD14-positive monocyte	CL:0001054	primary cell	DNase-only
ENCSR303WHX	CD14-positive monocyte	CL:0001054	primary cell	DNase-only
ENCSR407QQL	CD14-positive monocyte	CL:0001054	primary cell	DNase-only
ENCSR557PDH	CD14-positive monocyte	CL:0001054	primary cell	DNase-only
ENCSR557RZP	CD14-positive monocyte	CL:0001054	primary cell	DNase-only
ENCSR824NLI	CD14-positive monocyte	CL:0001054	primary cell	DNase-only
ENCSR876WVC	CD14-positive monocyte	CL:0001054	primary cell	DNase-only
ENCSR719BDF	CD1c-positive myeloid dendritic cell	CL:0002399	primary cell	DNase-only
ENCSR145FXK	CD4-positive, CD25-positive, alpha-beta regulatory T cell	CL:0000792	primary cell	DNase-only
ENCSR389YOA	CD4-positive, CD25-positive, alpha-beta regulatory T cell	CL:0000792	primary cell	DNase-only
ENCSR573RFF	CD4-positive, CD25-positive, alpha-beta regulatory T cell	CL:0000792	primary cell	DNase-only
ENCSR868NGB	CD4-positive, CD25-positive, alpha-beta regulatory T cell	CL:0000792	primary cell	DNase-only
ENCSR897CBC	CD4-positive, CD25-positive, alpha-beta regulatory T cell	CL:0000792	primary cell	DNase-only
ENCSR024DIA	CD4-positive, alpha-beta T cell	CL:0000624	primary cell	DNase-only
ENCSR079ZFC	CD4-positive, alpha-beta T cell	CL:0000624	primary cell	DNase-only
ENCSR083VOX	CD4-positive, alpha-beta T cell	CL:0000624	primary cell	DNase-only
ENCSR084MQO	CD4-positive, alpha-beta T cell	CL:0000624	primary cell	DNase-only
ENCSR098TOK	CD4-positive, alpha-beta T cell	CL:0000624	primary cell	DNase-only
ENCSR098XKP	CD4-positive, alpha-beta T cell	CL:0000624	primary cell	DNase-only
ENCSR142WHC	CD4-positive, alpha-beta T cell	CL:0000624	primary cell	DNase-only
ENCSR142ZOC	CD4-positive, alpha-beta T cell	CL:0000624	primary cell	DNase-only
ENCSR156ZPA	CD4-positive, alpha-beta T cell	CL:0000624	primary cell	DNase-only
ENCSR157TAN	CD4-positive, alpha-beta T cell	CL:0000624	primary cell	DNase-only
ENCSR163KIB	CD4-positive, alpha-beta T cell	CL:0000624	primary cell	DNase-only
ENCSR179TLM	CD4-positive, alpha-beta T cell	CL:0000624	primary cell	DNase-only
ENCSR230BZV	CD4-positive, alpha-beta T cell	CL:0000624	primary cell	DNase-only
ENCSR253CRU	CD4-positive, alpha-beta T cell	CL:0000624	primary cell	DNase-only
ENCSR257WRU	CD4-positive, alpha-beta T cell	CL:0000624	primary cell	DNase-only
ENCSR299HSD	CD4-positive, alpha-beta T cell	CL:0000624	primary cell	DNase-only
ENCSR389LJB	CD4-positive, alpha-beta T cell	CL:0000624	primary cell	DNase-only
ENCSR418ZMF	CD4-positive, alpha-beta T cell	CL:0000624	primary cell	DNase-only
ENCSR420PIO	CD4-positive, alpha-beta T cell	CL:0000624	primary cell	DNase-only
ENCSR429EGU	CD4-positive, alpha-beta T cell	CL:0000624	primary cell	DNase-only
ENCSR434XYV	CD4-positive, alpha-beta T cell	CL:0000624	primary cell	DNase-only
ENCSR455KHU	CD4-positive, alpha-beta T cell	CL:0000624	primary cell	DNase-only
ENCSR473VSX	CD4-positive, alpha-beta T cell	CL:0000624	primary cell	DNase-only
ENCSR474LCK	CD4-positive, alpha-beta T cell	CL:0000624	primary cell	DNase-only
ENCSR487RMH	CD4-positive, alpha-beta T cell	CL:0000624	primary cell	DNase-only
ENCSR496BEW	CD4-positive, alpha-beta T cell	CL:0000624	primary cell	DNase-only
ENCSR514FZW	CD4-positive, alpha-beta T cell	CL:0000624	primary cell	DNase-only
ENCSR572NTP	CD4-positive, alpha-beta T cell	CL:0000624	primary cell	DNase-only
ENCSR613NXS	CD4-positive, alpha-beta T cell	CL:0000624	primary cell	DNase-only
ENCSR644AAX	CD4-positive, alpha-beta T cell	CL:0000624	primary cell	DNase-only
ENCSR661PSL	CD4-positive, alpha-beta T cell	CL:0000624	primary cell	DNase-only
ENCSR703QVQ	CD4-positive, alpha-beta T cell	CL:0000624	primary cell	DNase-only
ENCSR740EKN	CD4-positive, alpha-beta T cell	CL:0000624	primary cell	DNase-only
ENCSR783PJD	CD4-positive, alpha-beta T cell	CL:0000624	primary cell	DNase-only
ENCSR827WYK	CD4-positive, alpha-beta T cell	CL:0000624	primary cell	DNase-only
ENCSR833QDW	CD4-positive, alpha-beta T cell	CL:0000624	primary cell	DNase-only
ENCSR839UMH	CD4-positive, alpha-beta T cell	CL:0000624	primary cell	DNase-only
ENCSR852SBO	CD4-positive, alpha-beta T cell	CL:0000624	primary cell	DNase-only
ENCSR870CRW	CD4-positive, alpha-beta T cell	CL:0000624	primary cell	DNase-only
ENCSR878UQN	CD4-positive, alpha-beta T cell	CL:0000624	primary cell	DNase-only
ENCSR890KFP	CD4-positive, alpha-beta T cell	CL:0000624	primary cell	DNase-only
ENCSR911MJV	CD4-positive, alpha-beta T cell	CL:0000624	primary cell	DNase-only
ENCSR919VGA	CD4-positive, alpha-beta T cell	CL:0000624	primary cell	DNase-only
ENCSR934UWI	CD4-positive, alpha-beta T cell	CL:0000624	primary cell	DNase-only
ENCSR935ONX	CD4-positive, alpha-beta T cell	CL:0000624	primary cell	DNase-only
ENCSR939QYM	CD4-positive, alpha-beta T cell	CL:0000624	primary cell	DNase-only
ENCSR946YPZ	CD4-positive, alpha-beta T cell	CL:0000624	primary cell	DNase-only
ENCSR973GUS	CD4-positive, alpha-beta T cell	CL:0000624	primary cell	DNase-only
ENCSR983JTE	CD4-positive, alpha-beta T cell	CL:0000624	primary cell	DNase-only
ENCSR097KSH	CD4-positive, alpha-beta memory T cell	CL:0000897	primary cell	DNase-only
ENCSR100ASN	CD4-positive, alpha-beta memory T cell	CL:0000897	primary cell	DNase-only
ENCSR352LUA	CD4-positive, alpha-beta memory T cell	CL:0000897	primary cell	DNase-only
ENCSR507LGY	CD4-positive, alpha-beta memory T cell	CL:0000897	primary cell	DNase-only
ENCSR632HXW	CD4-positive, alpha-beta memory T cell	CL:0000897	primary cell	DNase-only
ENCSR037RXN	CD8-positive, alpha-beta T cell	CL:0000625	primary cell	DNase-only
ENCSR115FXR	CD8-positive, alpha-beta T cell	CL:0000625	primary cell	DNase-only
ENCSR129TPB	CD8-positive, alpha-beta T cell	CL:0000625	primary cell	DNase-only
ENCSR226FNO	CD8-positive, alpha-beta T cell	CL:0000625	primary cell	DNase-only
ENCSR241RQP	CD8-positive, alpha-beta T cell	CL:0000625	primary cell	DNase-only
ENCSR263YKX	CD8-positive, alpha-beta T cell	CL:0000625	primary cell	DNase-only
ENCSR386WWH	CD8-positive, alpha-beta T cell	CL:0000625	primary cell	DNase-only
ENCSR390BRJ	CD8-positive, alpha-beta T cell	CL:0000625	primary cell	DNase-only
ENCSR395ESQ	CD8-positive, alpha-beta T cell	CL:0000625	primary cell	DNase-only
ENCSR503IDW	CD8-positive, alpha-beta T cell	CL:0000625	primary cell	DNase-only
ENCSR592CPY	CD8-positive, alpha-beta T cell	CL:0000625	primary cell	DNase-only
ENCSR672OAC	CD8-positive, alpha-beta T cell	CL:0000625	primary cell	DNase-only
ENCSR704MSU	CD8-positive, alpha-beta T cell	CL:0000625	primary cell	DNase-only
ENCSR730WBL	CD8-positive, alpha-beta T cell	CL:0000625	primary cell	DNase-only
ENCSR776SMW	CD8-positive, alpha-beta T cell	CL:0000625	primary cell	DNase-only
ENCSR800OXF	CD8-positive, alpha-beta T cell	CL:0000625	primary cell	DNase-only
ENCSR801DBI	CD8-positive, alpha-beta T cell	CL:0000625	primary cell	DNase-only
ENCSR814CPN	CD8-positive, alpha-beta T cell	CL:0000625	primary cell	DNase-only
ENCSR870YCA	CD8-positive, alpha-beta T cell	CL:0000625	primary cell	DNase-only
ENCSR898ZLY	CD8-positive, alpha-beta T cell	CL:0000625	primary cell	DNase-only
ENCSR912FSG	CD8-positive, alpha-beta T cell	CL:0000625	primary cell	DNase-only
ENCSR933SJZ	CD8-positive, alpha-beta T cell	CL:0000625	primary cell	DNase-only
ENCSR175JCM	CD8-positive, alpha-beta memory T cell	CL:0000909	primary cell	DNase-only
ENCSR333SDH	CD8-positive, alpha-beta memory T cell	CL:0000909	primary cell	DNase-only
ENCSR538GSH	CD8-positive, alpha-beta memory T cell	CL:0000909	primary cell	DNase-only
ENCSR614TCG	CD8-positive, alpha-beta memory T cell	CL:0000909	primary cell	DNase-only
ENCSR718NPZ	CMK	EFO:0003037	cell line	DNase-only
ENCSR027FZE	COLO829	EFO:0002140	cell line	DNase-only
ENCSR416UCB	CWRU1	EFO:0009501	cell line	DNase-only
ENCSR284THK	Caco-2	EFO:0001099	cell line	DNase-only
ENCSR741EHJ	Caco-2	EFO:0001099	cell line	DNase-only
ENCSR936BUB	Caco-2	EFO:0001099	cell line	DNase-only
ENCSR679UZK	Caki2	EFO:0002150	cell line	DNase-only
ENCSR657MTJ	Calu3	EFO:0002819	cell line	DNase-only
ENCSR158OTN	D341Med	EFO:0002157	cell line	DNase-only
ENCSR888PNM	D721Med	EFO:0005696	cell line	DNase-only
ENCSR291JOQ	DND-41	EFO:0007074	cell line	DNase-only
ENCSR579WIF	Daoy	EFO:0005698	cell line	DNase-only
ENCSR549VAW	EH	EFO:0007748	cell line	DNase-only
ENCSR240HHE	EL	EFO:0007749	cell line	DNase-only
ENCSR118NOT	ELF-1	EFO:0005901	cell line	DNase-only
ENCSR115DEH	ELR	EFO:0007750	cell line	DNase-only
ENCSR998GYO	G401	EFO:0002179	cell line	DNase-only
ENCSR279BKT	GM03348	CLO:0016536	cell line	DNase-only
ENCSR498EHM	GM03348	CLO:0016536	cell line	DNase-only
ENCSR558EKO	GM03348	CLO:0016536	cell line	DNase-only
ENCSR464VYW	GM04503	CLO:0018813	cell line	DNase-only
ENCSR950MWY	GM04504	CLO:0018812	cell line	DNase-only
ENCSR192FKQ	GM06990	EFO:0002783	cell line	DNase-only
ENCSR488QNE	GM10248	EFO:0005334	cell line	DNase-only
ENCSR596NOT	GM10266	EFO:0005335	cell line	DNase-only
ENCSR724FZK	GM12864	EFO:0005337	cell line	DNase-only
ENCSR918WEC	GM12865	EFO:0005338	cell line	DNase-only
ENCSR604WPK	GM12878	EFO:0002784	cell line	DNase-only
ENCSR997TVR	GM12878	EFO:0002784	cell line	Extended
ENCSR887MDA	GM12891	EFO:0002785	cell line	DNase-only
ENCSR192IAB	GM12892	EFO:0002786	cell line	DNase-only
ENCSR504WGE	GM13976	EFO:0005345	cell line	DNase-only
ENCSR718WQC	GM13977	EFO:0005346	cell line	DNase-only
ENCSR045WCT	GM18507	EFO:0002787	cell line	DNase-only
ENCSR029NMT	GM19238	EFO:0002788	cell line	DNase-only
ENCSR208PDS	GM19239	EFO:0002789	cell line	DNase-only
ENCSR064WRB	GM19240	EFO:0002790	cell line	DNase-only
ENCSR771XAY	GM20000	EFO:0005352	cell line	DNase-only
ENCSR999YQC	GM23248	EFO:0005723	cell line	DNase-only
ENCSR125GRF	GM23338	EFO:0007950	cell line	DNase-only
ENCSR481MDA	GM23338	EFO:0007950	cell line	DNase-only
ENCSR440PMA	H1	EFO:0003042	cell line	DNase-only
ENCSR569PED	H1	EFO:0003042	cell line	DNase-only
ENCSR648VWQ	H1	EFO:0003042	cell line	DNase-only
ENCSR834CMH	H4	EFO:0002184	cell line	DNase-only
ENCSR142SVM	H54	EFO:0002782	cell line	DNase-only
ENCSR041GOH	H7	EFO:0005904	cell line	DNase-only
ENCSR676IGH	H7	EFO:0005904	cell line	DNase-only
ENCSR031FHC	H9	EFO:0003045	cell line	DNase-only
ENCSR087OMI	H9	EFO:0003045	cell line	DNase-only
ENCSR177DND	H9	EFO:0003045	cell line	DNase-only
ENCSR335EAP	H9	EFO:0003045	cell line	DNase-only
ENCSR421FTS	H9	EFO:0003045	cell line	DNase-only
ENCSR456DOX	H9	EFO:0003045	cell line	DNase-only
ENCSR819RAS	H9	EFO:0003045	cell line	DNase-only
ENCSR167ECG	HAP-1	EFO:0007598	cell line	DNase-only
ENCSR737IGP	HAP-1	EFO:0007598	cell line	DNase-only
ENCSR848BJP	HCEC 1CT	EFO:0009500	cell line	DNase-only
ENCSR094BNV	HCT116	EFO:0002824	cell line	DNase-only
ENCSR104QVO	HCT116	EFO:0002824	cell line	DNase-only
ENCSR221BCA	HCT116	EFO:0002824	cell line	DNase-only
ENCSR357UZR	HCT116	EFO:0002824	cell line	DNase-only
ENCSR375YOR	HCT116	EFO:0002824	cell line	DNase-only
ENCSR380XAZ	HCT116	EFO:0002824	cell line	DNase-only
ENCSR439KTH	HCT116	EFO:0002824	cell line	DNase-only
ENCSR484VFV	HCT116	EFO:0002824	cell line	DNase-only
ENCSR547VBD	HCT116	EFO:0002824	cell line	DNase-only
ENCSR557RYL	HCT116	EFO:0002824	cell line	DNase-only
ENCSR575WDI	HCT116	EFO:0002824	cell line	DNase-only
ENCSR599EDN	HCT116	EFO:0002824	cell line	DNase-only
ENCSR736GEV	HCT116	EFO:0002824	cell line	DNase-only
ENCSR761IMP	HCT116	EFO:0002824	cell line	DNase-only
ENCSR877TBP	HCT116	EFO:0002824	cell line	DNase-only
ENCSR945BOH	HCT116	EFO:0002824	cell line	DNase-only
ENCSR747FFM	HEK293T	EFO:0001184	cell line	DNase-only
ENCSR249ZEO	HFF-Myc	EFO:0005710	cell line	DNase-only
ENCSR749CVC	HFFc6	EFO:0009318	cell line	DNase-only
ENCSR167SMG	HK-2	CLO:0003771	cell line	DNase-only
ENCSR028BAB	HL-60	EFO:0002793	cell line	DNase-only
ENCSR474OQC	HL-60	EFO:0002793	cell line	DNase-only
ENCSR590KXM	HPDE6-E6E7	EFO:0005711	cell line	DNase-only
ENCSR706CUT	HS-27A	EFO:0005283	cell line	DNase-only
ENCSR674SZD	HS-5	EFO:0005282	cell line	DNase-only
ENCSR940MJO	HT-29	EFO:0001193	cell line	DNase-only
ENCSR402QFG	HT1080	EFO:0002059	cell line	DNase-only
ENCSR801RHE	HTR-8/SVneo	EFO:0005709	cell line	DNase-only
ENCSR471VWI	HeLa-S3	EFO:0002791	cell line	DNase-only
ENCSR751FTH	HeLa-S3	EFO:0002791	cell line	DNase-only
ENCSR754LEN	HeLa-S3	EFO:0002791	cell line	DNase-only
ENCSR877SIG	HeLa-S3	EFO:0002791	cell line	DNase-only
ENCSR411RGL	HepG2	EFO:0001187	cell line	DNase-only
ENCSR932TWZ	HepG2	EFO:0001187	cell line	DNase-only
ENCSR449XTZ	HuH-7	EFO:0005384	cell line	DNase-only
ENCSR746LWC	HuH-7.5	EFO:0005704	cell line	DNase-only
ENCSR103IHZ	IMR-90	EFO:0001196	cell line	DNase-only
ENCSR376SFG	IMR-90	EFO:0001196	cell line	DNase-only
ENCSR514CUR	Ishikawa	EFO:0005718	cell line	DNase-only
ENCSR596UBK	Ishikawa	EFO:0005718	cell line	DNase-only
ENCSR653LQZ	Ishikawa	EFO:0005718	cell line	DNase-only
ENCSR672IBP	Ishikawa	EFO:0005718	cell line	DNase-only
ENCSR805BXG	Jurkat, Clone E6-1	CLO:0007045	cell line	DNase-only
ENCSR171UQE	K562	EFO:0002067	cell line	DNase-only
ENCSR344DVS	K562	EFO:0002067	cell line	DNase-only
ENCSR455FAU	K562	EFO:0002067	cell line	DNase-only
ENCSR512SWG	K562	EFO:0002067	cell line	DNase-only
ENCSR621BIJ	K562	EFO:0002067	cell line	Extended
ENCSR627ANP	K562	EFO:0002067	cell line	DNase-only
ENCSR761IOH	K562	EFO:0002067	cell line	DNase-only
ENCSR778XFO	K562	EFO:0002067	cell line	DNase-only
ENCSR390FPA	KBM-7	EFO:0005903	cell line	DNase-only
ENCSR066FGT	Karpas-422	EFO:0005719	cell line	DNase-only
ENCSR221FYS	L1-S8	EFO:0007599	cell line	DNase-only
ENCSR189JSW	L1-S8R	EFO:0007600	cell line	DNase-only
ENCSR902VMX	LHCN-M2	EFO:0005714	cell line	DNase-only
ENCSR101SLZ	LNCaP clone FGC	EFO:0005726	cell line	DNase-only
ENCSR357SDP	LNCaP clone FGC	EFO:0005726	cell line	DNase-only
ENCSR864JGD	LNCaP clone FGC	EFO:0005726	cell line	DNase-only
ENCSR355QJI	LoVo	EFO:0006639	cell line	DNase-only
ENCSR265LDS	M059J	EFO:0005697	cell line	DNase-only
ENCSR327UFM	MCF 10A	EFO:0001200	cell line	DNase-only
ENCSR600SNZ	MCF 10A	EFO:0001200	cell line	DNase-only
ENCSR660RCL	MCF 10A	EFO:0001200	cell line	DNase-only
ENCSR128OAF	MCF-7	EFO:0001203	cell line	DNase-only
ENCSR274UMN	MCF-7	EFO:0001203	cell line	DNase-only
ENCSR322JOG	MCF-7	EFO:0001203	cell line	DNase-only
ENCSR714SWR	MCF-7	EFO:0001203	cell line	DNase-only
ENCSR804OQE	MCF-7	EFO:0001203	cell line	DNase-only
ENCSR889UTZ	MCF-7	EFO:0001203	cell line	DNase-only
ENCSR936SUR	MCF-7	EFO:0001203	cell line	DNase-only
ENCSR071LZX	MG63	EFO:0002234	cell line	DNase-only
ENCSR644TLE	MG63	EFO:0002234	cell line	DNase-only
ENCSR459UGM	MM.1S	EFO:0005724	cell line	DNase-only
ENCSR959HJJ	NAMALWA	EFO:0002246	cell line	DNase-only
ENCSR965UMK	NAMALWA	EFO:0002246	cell line	DNase-only
ENCSR076SNW	NB4	EFO:0002798	cell line	DNase-only
ENCSR994TMJ	NCI-H226	EFO:0002285	cell line	DNase-only
ENCSR861RPY	NCI-H460	EFO:0003044	cell line	DNase-only
ENCSR372AMM	NCI-H929	EFO:0001221	cell line	DNase-only
ENCSR210SPK	NT2/D1	EFO:0005236	cell line	DNase-only
ENCSR038CIU	OCI-LY7	EFO:0006711	cell line	DNase-only
ENCSR548KGZ	PC-3	EFO:0002074	cell line	DNase-only
ENCSR034FEW	PC-9	EFO:0002847	cell line	DNase-only
ENCSR265PWT	PC-9	EFO:0002847	cell line	DNase-only
ENCSR886RTH	Panc1	EFO:0002713	cell line	DNase-only
ENCSR108NMM	Peyer's patch	UBERON:0001211	tissue	DNase-only
ENCSR229MIT	Peyer's patch	UBERON:0001211	tissue	DNase-only
ENCSR320OYG	Peyer's patch	UBERON:0001211	tissue	DNase-only
ENCSR519FFR	Peyer's patch	UBERON:0001211	tissue	DNase-only
ENCSR180PFS	RCC	EFO:0000681	cell line	DNase-only
ENCSR664KAQ	RCC 7860	EFO:0005707	cell line	DNase-only
ENCSR628IVL	RKO	EFO:0001232	cell line	DNase-only
ENCSR517RZQ	RPMI7951	EFO:0005712	cell line	DNase-only
ENCSR728QKL	RPMI8226	EFO:0002322	cell line	DNase-only
ENCSR670CPW	RWPE1	EFO:0002323	cell line	DNase-only
ENCSR516GJF	RWPE2	EFO:0007610	cell line	DNase-only
ENCSR416DWZ	Right ventricle myocardium inferior	NTR:0000491	tissue	DNase-only
ENCSR938NNL	Right ventricle myocardium superior	NTR:0000492	tissue	DNase-only
ENCSR287ILL	SJCRH30	EFO:0005722	cell line	DNase-only
ENCSR610CSF	SJCRH30	EFO:0005722	cell line	DNase-only
ENCSR201CNR	SJSA1	EFO:0002330	cell line	DNase-only
ENCSR961XBH	SJSA1	EFO:0002330	cell line	DNase-only
ENCSR166UAA	SK-MEL-5	EFO:0005720	cell line	DNase-only
ENCSR549ACS	SK-N-DZ	EFO:0005721	cell line	DNase-only
ENCSR768FRX	SK-N-DZ	EFO:0005721	cell line	DNase-only
ENCSR121YCJ	SK-N-MC	EFO:0002860	cell line	DNase-only
ENCSR365QKC	SK-N-SH	EFO:0003072	cell line	DNase-only
ENCSR881LMQ	SK-N-SH	EFO:0003072	cell line	DNase-only
ENCSR979YKL	SW480	EFO:0002083	cell line	DNase-only
ENCSR947FQM	T follicular helper cell	CL:0002038	primary cell	DNase-only
ENCSR000MZA	T-cell	CL:0000084	primary cell	DNase-only
ENCSR057VHV	T-cell	CL:0000084	primary cell	DNase-only
ENCSR097GEG	T-cell	CL:0000084	primary cell	DNase-only
ENCSR101XVJ	T-cell	CL:0000084	primary cell	DNase-only
ENCSR183FUD	T-cell	CL:0000084	primary cell	DNase-only
ENCSR184DXI	T-cell	CL:0000084	primary cell	DNase-only
ENCSR194ANX	T-cell	CL:0000084	primary cell	DNase-only
ENCSR203DZL	T-cell	CL:0000084	primary cell	DNase-only
ENCSR204YOW	T-cell	CL:0000084	primary cell	DNase-only
ENCSR213PHH	T-cell	CL:0000084	primary cell	DNase-only
ENCSR219MVP	T-cell	CL:0000084	primary cell	DNase-only
ENCSR263APL	T-cell	CL:0000084	primary cell	DNase-only
ENCSR268BOE	T-cell	CL:0000084	primary cell	DNase-only
ENCSR283QUQ	T-cell	CL:0000084	primary cell	DNase-only
ENCSR295CCN	T-cell	CL:0000084	primary cell	DNase-only
ENCSR299PDY	T-cell	CL:0000084	primary cell	DNase-only
ENCSR300LOZ	T-cell	CL:0000084	primary cell	DNase-only
ENCSR316KSQ	T-cell	CL:0000084	primary cell	DNase-only
ENCSR318PDY	T-cell	CL:0000084	primary cell	DNase-only
ENCSR320HSP	T-cell	CL:0000084	primary cell	DNase-only
ENCSR359SEG	T-cell	CL:0000084	primary cell	DNase-only
ENCSR361VZW	T-cell	CL:0000084	primary cell	DNase-only
ENCSR372PKM	T-cell	CL:0000084	primary cell	DNase-only
ENCSR386HDC	T-cell	CL:0000084	primary cell	DNase-only
ENCSR387TLR	T-cell	CL:0000084	primary cell	DNase-only
ENCSR389XJG	T-cell	CL:0000084	primary cell	DNase-only
ENCSR405WTI	T-cell	CL:0000084	primary cell	DNase-only
ENCSR422YYH	T-cell	CL:0000084	primary cell	DNase-only
ENCSR439LIH	T-cell	CL:0000084	primary cell	DNase-only
ENCSR467WPQ	T-cell	CL:0000084	primary cell	DNase-only
ENCSR474TRO	T-cell	CL:0000084	primary cell	DNase-only
ENCSR475STC	T-cell	CL:0000084	primary cell	DNase-only
ENCSR488BKM	T-cell	CL:0000084	primary cell	DNase-only
ENCSR515IAE	T-cell	CL:0000084	primary cell	DNase-only
ENCSR535KXJ	T-cell	CL:0000084	primary cell	DNase-only
ENCSR573KDB	T-cell	CL:0000084	primary cell	DNase-only
ENCSR642LEN	T-cell	CL:0000084	primary cell	DNase-only
ENCSR666KYB	T-cell	CL:0000084	primary cell	DNase-only
ENCSR677QGP	T-cell	CL:0000084	primary cell	DNase-only
ENCSR683TJK	T-cell	CL:0000084	primary cell	DNase-only
ENCSR713JNO	T-cell	CL:0000084	primary cell	DNase-only
ENCSR724BQX	T-cell	CL:0000084	primary cell	DNase-only
ENCSR724PZQ	T-cell	CL:0000084	primary cell	DNase-only
ENCSR725FDR	T-cell	CL:0000084	primary cell	DNase-only
ENCSR725JPH	T-cell	CL:0000084	primary cell	DNase-only
ENCSR734LND	T-cell	CL:0000084	primary cell	DNase-only
ENCSR736ETF	T-cell	CL:0000084	primary cell	DNase-only
ENCSR738DIU	T-cell	CL:0000084	primary cell	DNase-only
ENCSR742VTU	T-cell	CL:0000084	primary cell	DNase-only
ENCSR767JTN	T-cell	CL:0000084	primary cell	DNase-only
ENCSR771WEQ	T-cell	CL:0000084	primary cell	DNase-only
ENCSR774ZPQ	T-cell	CL:0000084	primary cell	DNase-only
ENCSR792FDE	T-cell	CL:0000084	primary cell	DNase-only
ENCSR821AHR	T-cell	CL:0000084	primary cell	DNase-only
ENCSR859MAT	T-cell	CL:0000084	primary cell	DNase-only
ENCSR866GYX	T-cell	CL:0000084	primary cell	DNase-only
ENCSR867WQF	T-cell	CL:0000084	primary cell	DNase-only
ENCSR887HYG	T-cell	CL:0000084	primary cell	DNase-only
ENCSR930TFY	T-cell	CL:0000084	primary cell	DNase-only
ENCSR953JQL	T-cell	CL:0000084	primary cell	DNase-only
ENCSR960UGF	T-cell	CL:0000084	primary cell	DNase-only
ENCSR962KNU	T-cell	CL:0000084	primary cell	DNase-only
ENCSR139NVM	T-helper 1 cell	CL:0000545	primary cell	DNase-only
ENCSR180OLB	T-helper 1 cell	CL:0000545	primary cell	DNase-only
ENCSR228AXA	T-helper 1 cell	CL:0000545	primary cell	DNase-only
ENCSR300BKV	T-helper 1 cell	CL:0000545	primary cell	DNase-only
ENCSR478MYN	T-helper 1 cell	CL:0000545	primary cell	DNase-only
ENCSR627SAK	T-helper 1 cell	CL:0000545	primary cell	DNase-only
ENCSR650WQY	T-helper 1 cell	CL:0000545	primary cell	DNase-only
ENCSR666WNV	T-helper 1 cell	CL:0000545	primary cell	DNase-only
ENCSR693KFX	T-helper 1 cell	CL:0000545	primary cell	DNase-only
ENCSR107AVB	T-helper 17 cell	CL:0000899	primary cell	DNase-only
ENCSR364QWC	T-helper 17 cell	CL:0000899	primary cell	DNase-only
ENCSR551WBF	T-helper 17 cell	CL:0000899	primary cell	DNase-only
ENCSR578QSZ	T-helper 17 cell	CL:0000899	primary cell	DNase-only
ENCSR602DPW	T-helper 17 cell	CL:0000899	primary cell	DNase-only
ENCSR709RTL	T-helper 17 cell	CL:0000899	primary cell	DNase-only
ENCSR722ELH	T-helper 17 cell	CL:0000899	primary cell	DNase-only
ENCSR122TPW	T-helper 2 cell	CL:0000546	primary cell	DNase-only
ENCSR321IOU	T-helper 2 cell	CL:0000546	primary cell	DNase-only
